PRIMARY_NAICS_CODE,PRIMARY_NAICS_TITLE,GWht_TOTAL,Indirect Uses-Boiler Fuel,Conventional Boiler Use,CHP and/or Cogeneration Process,Direct Uses-Total Process,Process Heating,Process Cooling and Refrigeration,Machine Drive,Electro-Chemical Processes,Other Process Use,Direct Uses-Total Nonprocess,Facility HVAC (g),Facility Lighting,Other Facility Support,Onsite Transportation,Conventional Electricity Generation,Other Nonprocess Use
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",1091.387577,156.9804049,82.22783114,74.75257377,702.6741934,687.7236786,0,7.475257377,0,7.475257377,231.7329787,216.7824639,0,14.95051475,0,0,0
332991,Ball and Roller Bearing Manufacturing,50.30816432,7.236105827,3.790341148,3.44576468,32.39018799,31.70103505,0,0.344576468,0,0.344576468,10.68187051,9.992717571,0,0.689152936,0,0,0
332992,Small Arms Ammunition Manufacturing,353.1924633,50.57758482,26.49302062,24.0845642,226.5340972,221.7171843,0,2.40845642,0,2.40845642,76.08078132,70.41535866,0,4.81691284,0.848509826,0,0
332995,Other Ordnance and Accessories Manufacturing,189.3863488,6.824098572,3.574527823,3.249570749,30.62499121,29.97507706,0,0.324957075,0,0.324957075,11.34633687,9.981062778,0,0.64991415,0.715359947,0,0
332996,Fabricated Pipe and Pipe Fitting Manufacturing,315.9888709,45.45045404,23.80738069,21.64307335,203.4448895,199.1162748,0,2.164307335,0,2.164307335,67.09352739,62.76491272,0,4.328614671,0,0,0
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,322.8356684,46.43526737,24.32323529,22.11203208,207.8531016,203.4306952,0,2.211203208,0,2.211203208,68.54729945,64.12489304,0,4.422406416,0,0,0
333111,Farm Machinery and Equipment Manufacturing,409.2203663,27.20960482,13.60480241,13.60480241,136.3111383,126.9781558,0,4.62263888,0,4.710343623,154.1877606,149.6528265,0,4.534934137,0,0,0
333120,Construction Machinery Manufacturing,1207.811693,102.5468648,51.27343241,51.27343241,516.9025448,478.5520358,0,18.48055105,0,19.86995797,588.3622838,564.0077565,0,17.09114414,7.263383149,0,0
333315,Photographic and Photocopying Equipment Manufacturing,211.3498555,18.1157019,9.057850949,9.057850949,90.57850949,84.53994219,0,3.01928365,0,3.01928365,102.6556441,99.63636044,0,3.01928365,0,0,0
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,323.8380968,26.70909077,13.35454538,13.35454538,145.7774917,124.6424236,0,8.528861078,0,12.60620703,151.3515143,146.8999992,0,4.451515128,0,0,0
333511,Industrial Mold Manufacturing,238.3282659,7.563433962,3.781716981,3.781716981,37.81716981,35.29602515,0,1.260572327,0,1.260572327,42.85945912,41.59888679,0,1.260572327,0,0,0
333516,Rolling Mill Machinery and Equipment Manufacturing                                  ,173.8946257,14.90525363,7.452626816,7.452626816,74.52626816,69.55785028,0,2.484208939,0,2.484208939,84.46310391,81.97889497,0,2.484208939,0,0,0
333611,Turbine and Turbine Generator Set Units Manufacturing,582.2865003,48.92359183,24.46179592,24.46179592,254.7811425,228.3100952,0,11.54165976,0,14.92938754,277.233687,269.0797551,0,8.153931972,0,0,0
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",149.4337293,12.80860537,6.404302685,6.404302685,64.04302685,59.77349172,0,2.134767562,0,2.134767562,72.58209709,70.44732953,0,2.134767562,0,0,0
333618,Other Engine Equipment Manufacturing,765.5112729,49.70726655,24.85363328,24.85363328,418.8635666,231.9672439,0,65.06028905,0,121.8360337,282.0064123,273.389966,0,8.284544425,0.331901864,0,0
333992,Welding and Soldering Equipment Manufacturing,169.167154,14.50004177,7.250020885,7.250020885,72.50020885,67.6668616,0,2.416673628,0,2.416673628,82.16690337,79.75022974,0,2.416673628,0,0,0
334119,Other Computer Peripheral Equipment Manufacturing,61.24957006,22.33473546,17.86778837,4.466947092,8.933894184,7.44491182,0,0,0,1.488982364,28.29066492,26.80168255,0,1.488982364,0,0,0
334411,Electron Tube Manufacturing,2309.370207,866.0138277,692.8110622,173.2027655,346.4055311,288.6712759,0,0,0,57.73425518,1096.950848,1039.216593,0,57.73425518,0,0,0
334413,Semiconductor and Related Device Manufacturing,3901.688866,2048.792433,1821.148829,227.6436037,682.930811,455.2872074,0,0,0,227.6436037,1138.218018,1138.218018,0,0,0,0,0
335110,Electric Lamp Bulb and Part Manufacturing,176.7049278,35.34098557,20.1948489,15.14613667,95.92553226,95.92553226,0,0,0,0,45.43841002,40.38969779,0,5.048712224,0,0,0
335222,Household Refrigerator and Home Freezer Manufacturing,161.1875087,32.23750175,18.42142957,13.81607218,87.50179045,87.50179045,0,0,0,0,41.44821653,36.84285914,0,4.605357392,0,0,0
335224,Household Laundry Equipment Manufacturing,281.0688784,56.21377567,32.12215753,24.09161815,152.5802483,152.5802483,0,0,0,0,72.27485444,64.24431505,0,8.030539382,0,0,0
335311,"Power, Distribution, and Specialty Transformer Manufacturing",1.817748499,0.3635497,0.207742686,0.155807014,0.986777757,0.986777757,0,0,0,0,0.467421043,0.415485371,0,0.051935671,0,0,0
335313,Switchgear and Switchboard Apparatus Manufacturing,51.48133291,10.29626658,5.883580904,4.412685678,27.94700929,27.94700929,0,0,0,0,13.23805703,11.76716181,0,1.470895226,0,0,0
335929,Other Communication and Energy Wire Manufacturing,174.797832,31.91129018,18.23502296,13.67626722,86.61635906,86.61635906,0,0,0,0,56.27018276,36.47004592,0,4.55875574,15.2413811,0,0
335991,Carbon and Graphite Product Manufacturing,1004.811364,200.943342,114.8247668,86.11857514,545.4176425,545.4176425,0,0,0,0,258.3557254,229.6495337,0,28.70619171,0,0,0
336111,Automobile Manufacturing,6933.699554,1514.184036,1075.090789,439.0932469,3597.300035,3526.838318,14.09234329,56.36937316,0,0,1812.742361,1345.464427,28.18468658,439.0932469,0,0,0
336112,Light Truck and Utility Vehicle Manufacturing,6642.759822,1501.154644,602.7543271,898.4003173,3624.167527,3297.955279,3.82078231,19.10391155,0,303.2875547,1516.437774,1504.975427,3.82078231,0,0,0,0
336211,Motor Vehicle Body Manufacturing,269.098582,62.43087101,27.98625252,34.44461849,109.7922214,92.56991219,0,0,0,17.22230925,96.8754895,88.26433488,0,6.458365967,0,2.152788656,0
336312,Gasoline Engine and Engine Parts Manufacturing,239.6846378,77.67230056,51.1674396,26.50486096,85.97583007,71.23181382,0,1.491585771,0,13.25243048,76.03650721,67.9187062,0,4.96966143,1.491585771,1.65655381,0
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,349.8251463,142.8753447,108.3837111,34.49163361,109.9420821,92.69626532,0,0,0,17.2458168,97.00771952,88.38481112,0,6.467181301,0,2.1557271,0
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,934.8536099,210.006805,94.14098156,115.8658235,384.1482443,311.3894005,0,14.82593204,0,57.93291173,340.6985605,296.9061726,0,21.7248419,14.82593204,7.241613966,0
336370,Motor Vehicle Metal Stamping,100.4368184,23.30134187,10.44542911,12.85591275,40.9782219,34.55026552,0,0,0,6.427956377,36.15725462,32.94327643,0,2.410483641,0,0.803494547,0
336399,All Other Motor Vehicle Parts Manufacturing,1009.858724,233.2654754,104.5672821,128.6981933,412.3046326,345.8763945,0,2.079141436,0,64.34909665,364.0428101,329.7891203,0,24.13091124,2.079141436,8.043637081,0
336411,Aircraft Manufacturing,2073.140392,1131.261684,678.7570107,452.5046738,226.2523369,226.2523369,0,0,0,0,678.7570107,678.7570107,0,0,0,0,0
336412,Aircraft Engine and Engine Parts Manufacturing,1846.794275,569.296699,284.6483495,284.6483495,238.2941166,212.6466142,4.663182256,16.3211379,2.331591128,2.331591128,446.2775485,386.9607695,13.98954677,45.32723219,0,0,0
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,848.569115,405.0261541,202.5130771,202.5130771,145.1526545,144.785653,0.066727549,0.233546422,0.033363775,0.033363775,289.87158,260.6742302,0.200182647,28.99716713,0,0,0
336414,Guided Missile and Space Vehicle Manufacturing,150.1136589,72.46866293,36.23433147,36.23433147,25.88166533,25.88166533,0,0,0,0,51.76333067,46.5869976,0,5.176333067,0,0,0
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,434.3692899,147.174757,73.58737849,73.58737849,52.56241321,52.56241321,0,0,0,0,105.1248264,94.61234377,0,10.51248264,0,0,0
336510,Railroad Rolling Stock Manufacturing,484.7243981,105.6407203,47.35618495,58.28453532,200.4701893,156.6396887,0,14.68823295,0,29.14226766,178.6134885,149.3541218,0,10.92835037,14.68823295,3.642783457,0
336611,Ship Building and Repairing,613.3177565,308.0498621,262.7443979,45.30546417,161.1287217,121.758435,0,16.71755469,0,22.65273208,144.1391727,116.0952519,0,8.494774531,16.71755469,2.83159151,0
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",103.3386818,41.51390307,31.22437945,10.28952362,32.84167506,27.65309474,0,0.043818505,0,5.144761812,28.9831037,26.36690429,0,1.929285679,0.043818505,0.643095226,0
337214,Office Furniture (except Wood) Manufacturing,135.8614209,5.409012328,0,5.409012328,27.04506164,27.04506164,0,0,0,0,32.45407397,32.45407397,0,0,0,0,0
339999,All Other Miscellaneous Manufacturing,1129.380724,420.4390554,210.2195277,210.2195277,280.2927036,280.2927036,0,0,0,0,420.4390554,420.4390554,0,0,0,0,0
